locationId,location,parameter,value,unit,country,city,isMobile,isAnalysis,entity,sensorType,date.utc,coordinates.latitude,coordinates.longitude,mydate,mymonth
4761,DEBE010,pm10,26.01,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 00:00:00+00:00,52.543041,13.349326,2020-01-02,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,30.28,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 00:00:00+00:00,52.481709,13.433967,2020-01-02,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,29.39,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 00:00:00+00:00,52.489451,13.430844,2020-01-02,1970-01-01 00:00:00.000000001
4768,DEBE056,pm10,23.9,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 00:00:00+00:00,52.447697,13.64705,2020-01-02,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,28.49,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.643525,13.489531,2020-01-02,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,28.32,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.438115,13.38772,2020-01-02,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,25.1,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.543041,13.349326,2020-01-02,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,26.88,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.489451,13.430844,2020-01-02,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,23.48,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.473192,13.225144,2020-01-02,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,30.89,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.513606,13.418833,2020-01-02,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,30.33,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.463611,13.31825,2020-01-02,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,33.88,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.514072,13.469931,2020-01-02,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,28.39,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.481709,13.433967,2020-01-02,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,33.71,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-02 01:00:00+00:00,52.467534,13.441654,2020-01-02,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,25.37,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.467534,13.441654,2020-01-03,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,21.76,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.489451,13.430844,2020-01-03,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,21.82,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.543041,13.349326,2020-01-03,1970-01-01 00:00:00.000000001
4768,DEBE056,pm10,19.01,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.447697,13.64705,2020-01-03,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,27.87,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.514072,13.469931,2020-01-03,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,23.07,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.463611,13.31825,2020-01-03,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,22.2,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.438115,13.38772,2020-01-03,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,20.07,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.473192,13.225144,2020-01-03,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,22.71,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.513606,13.418833,2020-01-03,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,23.87,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.643525,13.489531,2020-01-03,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,24.59,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 00:00:00+00:00,52.481709,13.433967,2020-01-03,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,23.24,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.514072,13.469931,2020-01-03,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,17.27,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.489451,13.430844,2020-01-03,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,20.93,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.467534,13.441654,2020-01-03,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,18.16,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.513606,13.418833,2020-01-03,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,17.9,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.473192,13.225144,2020-01-03,1970-01-01 00:00:00.000000001
4768,DEBE056,pm10,15.72,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.447697,13.64705,2020-01-03,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,19.87,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.481709,13.433967,2020-01-03,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,18.15,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.463611,13.31825,2020-01-03,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,17.75,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.543041,13.349326,2020-01-03,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,19.73,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.643525,13.489531,2020-01-03,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,18.86,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-03 01:00:00+00:00,52.438115,13.38772,2020-01-03,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,8.34,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.514072,13.469931,2020-01-04,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,8.14,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.467534,13.441654,2020-01-04,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,6.22,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.513606,13.418833,2020-01-04,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,7.53,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.463611,13.31825,2020-01-04,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,6.1,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.473192,13.225144,2020-01-04,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,5.93,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.543041,13.349326,2020-01-04,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,7.48,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.438115,13.38772,2020-01-04,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,6.24,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.643525,13.489531,2020-01-04,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,6.78,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.489451,13.430844,2020-01-04,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,7.94,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.481709,13.433967,2020-01-04,1970-01-01 00:00:00.000000001
4768,DEBE056,pm10,5.45,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 00:00:00+00:00,52.447697,13.64705,2020-01-04,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,11.38,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.467534,13.441654,2020-01-04,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,12.89,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.514072,13.469931,2020-01-04,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,9.23,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.543041,13.349326,2020-01-04,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,10.58,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.489451,13.430844,2020-01-04,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,11.34,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.463611,13.31825,2020-01-04,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,9.46,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.643525,13.489531,2020-01-04,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,9.66,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.513606,13.418833,2020-01-04,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,9.53,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.473192,13.225144,2020-01-04,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,11.65,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.438115,13.38772,2020-01-04,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,10.76,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-04 01:00:00+00:00,52.481709,13.433967,2020-01-04,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,12.16,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.643525,13.489531,2020-01-05,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,11.39,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.489451,13.430844,2020-01-05,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,11.58,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.438115,13.38772,2020-01-05,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,10.98,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.513606,13.418833,2020-01-05,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,12.56,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.481709,13.433967,2020-01-05,1970-01-01 00:00:00.000000001
4768,DEBE056,pm10,10.08,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.447697,13.64705,2020-01-05,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,10.67,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.543041,13.349326,2020-01-05,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,13.62,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.467534,13.441654,2020-01-05,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,11.32,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.473192,13.225144,2020-01-05,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,12.86,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.463611,13.31825,2020-01-05,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,13.59,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 00:00:00+00:00,52.514072,13.469931,2020-01-05,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,13.93,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.514072,13.469931,2020-01-05,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,13.21,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.463611,13.31825,2020-01-05,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,12.29,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.481709,13.433967,2020-01-05,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,11.73,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.473192,13.225144,2020-01-05,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,12.13,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.643525,13.489531,2020-01-05,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,12.79,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.467534,13.441654,2020-01-05,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,10.66,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.543041,13.349326,2020-01-05,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,11.13,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.513606,13.418833,2020-01-05,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,11.51,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.489451,13.430844,2020-01-05,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,12.57,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-05 01:00:00+00:00,52.438115,13.38772,2020-01-05,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,14.28,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.481709,13.433967,2020-01-06,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,13.11,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.438115,13.38772,2020-01-06,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,14.62,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.463611,13.31825,2020-01-06,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,13.24,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.513606,13.418833,2020-01-06,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,14.87,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.467534,13.441654,2020-01-06,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,12.97,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.489451,13.430844,2020-01-06,1970-01-01 00:00:00.000000001
4768,DEBE056,pm10,11.57,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.447697,13.64705,2020-01-06,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,10.66,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.473192,13.225144,2020-01-06,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,12.47,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.543041,13.349326,2020-01-06,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,17.14,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.514072,13.469931,2020-01-06,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,13.96,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 00:00:00+00:00,52.643525,13.489531,2020-01-06,1970-01-01 00:00:00.000000001
4762,DEBE061,pm10,13.6,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.463611,13.31825,2020-01-06,1970-01-01 00:00:00.000000001
2993,DEBE034,pm10,12.77,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.489451,13.430844,2020-01-06,1970-01-01 00:00:00.000000001
3021,DEBE064,pm10,14.52,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.481709,13.433967,2020-01-06,1970-01-01 00:00:00.000000001
4764,DEBE069,pm10,12.76,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.438115,13.38772,2020-01-06,1970-01-01 00:00:00.000000001
4761,DEBE010,pm10,12.27,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.543041,13.349326,2020-01-06,1970-01-01 00:00:00.000000001
4582,DEBE032,pm10,10.77,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.473192,13.225144,2020-01-06,1970-01-01 00:00:00.000000001
3019,DEBE068,pm10,13.06,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.513606,13.418833,2020-01-06,1970-01-01 00:00:00.000000001
4767,DEBE065,pm10,17.05,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.514072,13.469931,2020-01-06,1970-01-01 00:00:00.000000001
3025,DEBE063,pm10,15.26,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.467534,13.441654,2020-01-06,1970-01-01 00:00:00.000000001
4769,DEBE051,pm10,13.4,b'\xc2\xb5g/m\xc2\xb3',DE,Berlin,False,False,government,reference grade,2020-01-06 01:00:00+00:00,52.643525,13.489531,2020-01-06,1970-01-01 00:00:00.000000001
